AWS EKS,AWS RDS Postgres,AWS RDS Aurora,AWS Step Functions,AWS Lambda Container,AWS Lambda Code,AWS S3,AWS DynamoDB,AWS EC2,AWS CloudFormation,AWS SageMaker,AWS Redshift,AWS Elastic Beanstalk,AWS API Gateway,Cloud Lock-in Score
5,9,1,2,8,13,3,17,14,8,10,8,12,12,57
17,19,14,3,19,6,10,3,12,15,4,6,12,17,67
12,19,16,3,10,10,19,1,17,11,14,4,4,10,61
2,16,5,19,10,11,1,6,15,9,2,7,16,17,64
18,18,13,3,15,15,15,13,5,7,8,13,4,6,69
9,1,10,9,16,10,11,13,15,8,6,4,1,4,52
12,18,18,6,13,17,19,12,15,12,13,3,18,6,80
17,10,8,2,16,0,7,13,13,5,7,19,0,10,56
12,16,7,0,17,3,10,1,0,3,12,17,6,15,56
7,7,19,7,19,4,0,4,19,0,18,19,12,18,73
2,15,14,6,19,13,12,6,11,12,1,12,5,0,58
9,17,19,10,15,17,1,14,1,7,18,16,0,12,81
19,5,11,18,13,2,7,13,19,1,13,1,17,5,63
3,13,18,1,14,7,16,7,18,5,1,15,3,2,51
12,13,13,13,2,1,10,0,18,5,16,5,4,1,46
7,8,1,19,1,12,1,1,10,3,18,11,14,18,61
9,4,19,19,19,16,18,19,3,6,11,8,0,19,83
16,7,9,2,13,11,6,16,1,15,13,1,8,5,58
7,17,13,10,8,11,11,16,5,13,16,16,16,19,86
16,17,10,10,8,12,10,3,7,3,15,16,11,19,73
10,11,15,3,3,5,18,19,17,7,14,10,17,2,64
19,4,1,3,15,2,7,15,11,16,0,17,0,8,51
1,8,4,13,2,11,12,3,16,14,17,10,19,13,65
17,18,3,14,19,10,18,8,6,12,10,0,10,7,67
19,6,8,0,1,15,3,3,17,13,16,1,10,8,51
11,14,18,12,19,14,4,5,4,7,10,8,8,6,69
11,2,5,13,1,9,7,6,19,13,19,18,19,4,67
8,16,7,0,11,13,13,13,7,14,3,19,15,10,68
17,2,2,14,10,9,4,13,17,6,10,18,7,17,68
10,14,14,14,2,0,6,9,14,13,14,13,17,8,67
13,2,18,9,10,17,4,13,6,19,12,13,2,19,77
12,9,19,19,12,7,15,6,18,8,4,13,10,7,70
2,2,5,7,0,15,19,0,13,7,17,3,3,16,47
10,12,2,0,8,6,8,6,5,0,18,9,6,10,46
7,1,13,17,13,11,18,10,12,8,16,12,11,2,71
18,14,13,8,5,10,6,17,2,15,8,5,17,13,70
6,12,6,5,6,18,0,17,11,8,9,2,18,18,65
16,17,3,18,9,9,7,16,4,5,2,16,15,17,73
4,11,3,4,3,12,13,15,5,9,4,13,11,3,51
16,14,17,14,4,0,18,6,18,1,12,0,1,16,54
4,7,9,14,13,15,1,3,12,7,18,6,12,0,60
18,11,15,11,6,2,4,5,13,7,1,18,6,8,54
16,2,4,16,5,17,19,15,17,4,10,2,15,2,62
7,4,10,14,10,15,1,18,3,8,10,3,4,5,58
18,19,9,16,3,8,11,11,1,19,4,18,14,7,73
5,4,10,12,13,16,18,16,4,11,2,5,0,15,61
4,4,8,14,8,9,0,9,14,8,3,0,12,15,50
19,6,0,4,6,3,3,14,11,15,18,4,5,7,50
12,8,3,10,3,11,7,11,15,2,18,15,19,16,70
6,2,6,12,16,12,13,11,17,12,10,12,2,17,68
9,8,2,0,5,10,11,8,9,17,17,19,14,17,68
3,15,10,18,4,5,18,6,18,14,16,13,19,15,77
19,9,14,13,16,11,5,10,6,6,16,9,2,14,72
11,11,9,4,1,15,5,12,12,7,9,16,0,2,52
17,5,19,7,19,12,15,14,8,9,11,19,6,13,82
14,4,10,16,18,8,16,13,19,2,17,16,2,19,79
8,18,6,11,8,13,15,16,13,12,6,11,2,16,69
0,1,5,12,1,18,10,13,5,17,11,4,6,19,60
3,15,4,12,3,13,5,19,7,18,7,1,19,2,60
11,14,11,5,8,12,4,1,11,19,1,10,13,4,55
5,6,7,0,11,1,5,5,16,9,4,5,10,8,38
1,11,18,9,11,14,11,14,5,10,16,8,18,7,75
15,17,0,17,6,15,4,15,5,16,3,17,14,16,77
9,17,9,12,0,5,5,3,4,19,6,8,16,18,60
19,15,14,12,16,8,10,11,11,6,12,8,17,5,74
5,4,9,9,18,6,17,3,3,2,18,10,16,14,65
16,15,13,8,1,15,6,16,8,2,17,15,11,7,71
7,17,1,5,18,6,0,19,3,18,9,12,2,12,63
12,13,16,17,8,17,15,7,6,12,4,14,17,0,74
9,2,12,4,10,16,0,15,18,11,15,1,12,13,64
1,1,9,8,5,0,1,9,1,16,16,13,4,17,52
19,9,4,7,5,6,0,6,14,8,18,2,13,5,51
18,18,2,6,13,1,12,8,14,16,16,0,8,0,53
15,1,9,1,0,8,1,8,5,14,17,8,1,2,42
9,17,4,15,4,19,18,18,0,6,9,11,11,17,76
10,19,13,12,2,2,4,5,11,5,10,17,6,6,55
5,0,13,11,19,14,10,14,19,0,10,7,11,18,71
2,7,16,5,11,14,8,17,3,5,6,0,8,12,56
11,7,19,1,18,5,4,1,17,17,18,12,19,10,72
5,19,14,12,13,6,16,19,9,14,2,12,15,2,71
19,5,17,11,18,19,11,14,11,6,10,1,5,19,76
17,6,2,11,19,19,17,16,4,7,6,1,17,13,72
8,14,12,6,14,13,15,1,1,8,19,16,12,9,72
2,7,1,18,16,13,14,2,8,11,8,9,2,1,53
10,11,17,11,0,1,13,17,16,19,10,3,16,12,66
19,10,15,19,11,18,0,6,15,8,4,0,13,1,64
13,15,9,14,7,12,6,17,0,8,5,17,18,1,70
19,0,3,5,18,12,17,13,9,13,8,12,9,10,66
9,18,14,5,10,13,8,6,9,5,3,1,10,12,54
1,1,10,14,1,18,6,12,10,19,2,5,8,19,60
0,8,5,4,9,6,0,7,16,14,18,11,5,1,49
17,18,6,17,16,13,13,19,10,9,4,2,7,19,76
15,14,16,18,3,15,6,12,6,10,4,4,12,13,69
1,11,7,3,17,3,19,19,16,18,0,19,3,6,61
0,4,17,19,5,11,15,9,13,5,15,18,3,5,67
4,5,17,3,7,3,16,10,12,5,15,7,3,10,51
17,8,19,5,16,5,2,0,0,6,16,18,2,12,63
19,17,5,3,8,17,0,4,1,13,12,2,9,3,53
14,0,2,19,14,8,16,6,7,5,10,11,18,8,65
16,0,14,18,14,4,6,17,18,3,14,13,19,2,74
7,15,4,14,13,7,1,19,9,0,0,16,19,8,64
7,18,9,17,7,2,18,17,11,15,13,12,8,9,73
2,15,4,10,9,5,1,4,1,14,16,18,16,11,64
13,5,12,10,16,7,9,11,16,2,6,0,6,1,49
14,1,4,12,9,13,9,0,12,18,1,15,14,10,60
18,18,15,12,10,0,3,18,1,10,1,0,3,16,56
11,17,8,11,4,10,18,18,1,1,1,17,9,13,64
7,10,18,16,4,5,2,14,19,7,15,9,3,2,60
5,14,0,2,13,14,5,5,17,19,15,18,13,2,66
2,6,5,3,14,4,16,11,14,2,15,0,19,13,54
14,12,0,18,3,4,1,18,5,14,0,11,8,8,54
14,0,11,0,8,16,18,8,6,15,7,0,10,19,57
17,4,11,19,16,19,7,6,4,14,7,17,6,12,79
8,19,3,10,12,15,1,17,5,6,0,16,1,17,64
10,4,3,1,18,7,2,17,17,1,15,0,0,9,46
2,10,11,18,14,7,3,0,8,8,9,6,0,7,50
9,9,0,1,2,10,12,2,15,6,3,16,9,17,46
18,1,14,1,1,5,13,8,11,8,5,6,6,15,45
17,2,2,5,4,3,17,7,12,1,15,3,14,7,44
8,15,6,0,2,1,15,7,6,7,7,13,6,7,41
3,18,17,13,8,1,17,10,16,9,9,13,16,9,69
2,19,1,12,19,14,9,5,11,4,19,6,2,15,66
18,3,18,3,0,0,17,13,4,11,8,4,1,10,45
6,17,6,13,4,6,9,10,18,0,19,13,11,11,64
10,2,17,18,18,11,1,19,13,19,4,11,1,7,73
13,8,10,16,7,18,9,4,0,5,6,5,1,10,55
18,3,17,12,7,9,13,9,1,9,12,15,16,8,71
7,12,18,19,3,6,14,12,9,13,8,2,10,10,64
4,6,1,3,14,12,1,2,5,2,7,15,8,5,44
6,0,4,10,16,4,0,9,15,16,8,17,7,6,57
18,2,3,14,11,13,2,1,10,0,2,19,11,12,57
13,14,15,0,16,3,2,9,8,5,10,6,6,2,49
7,19,3,8,11,10,11,19,2,1,3,3,15,3,53
2,3,8,13,11,14,16,0,13,4,8,0,0,18,49
3,12,19,11,2,16,11,15,19,3,19,17,16,8,81
4,10,16,19,6,12,0,10,3,9,3,3,12,15,61
8,1,9,1,4,6,0,10,18,14,6,10,0,1,38
17,1,19,10,17,8,0,19,18,0,2,13,13,16,71
15,15,7,7,9,16,2,1,0,13,5,7,12,14,59
10,7,3,6,7,2,0,1,0,3,3,15,12,10,39
8,11,1,0,19,18,15,15,5,10,19,9,8,8,70
4,3,16,1,7,5,17,10,1,4,19,1,9,13,51
7,2,17,0,9,6,4,9,7,11,3,0,18,0,42
4,18,18,4,14,5,14,2,17,9,17,7,7,8,62
9,18,0,16,8,18,10,18,9,18,10,17,9,12,82
13,3,16,12,14,19,17,19,5,19,12,13,11,5,86
8,6,2,10,14,12,15,11,5,19,5,15,17,0,66
3,2,17,18,13,12,12,19,8,7,7,15,12,5,75
14,2,3,6,9,3,12,19,10,17,8,1,17,15,59
4,11,18,6,12,13,17,15,12,1,8,10,18,18,75
15,7,1,3,18,1,3,2,17,14,4,9,6,5,43
14,17,13,11,6,17,19,12,15,10,8,3,18,17,78
1,4,13,19,3,16,1,15,19,4,18,15,11,12,75
7,0,11,1,15,5,17,14,2,10,6,4,14,19,57
3,1,2,19,9,17,16,3,12,7,12,3,14,19,64
17,11,8,9,10,13,5,5,2,18,3,4,9,16,60
16,17,19,6,14,4,2,6,12,7,10,4,10,1,56
0,8,10,0,5,8,1,5,13,8,14,15,15,15,56
12,15,10,8,5,6,8,7,15,6,10,5,8,12,54
1,10,3,9,14,0,11,1,16,6,1,15,18,10,50
17,10,11,13,3,2,15,6,10,15,3,13,12,9,59
2,9,10,0,15,16,6,3,8,14,13,19,8,13,67
16,17,3,16,6,8,9,11,15,17,1,5,5,8,57
4,18,6,4,2,19,17,2,0,2,10,9,14,13,56
15,7,13,1,18,8,2,5,8,9,1,17,6,2,52
18,12,1,19,16,2,17,14,3,5,8,4,7,4,58
15,3,1,12,8,1,19,15,12,11,2,9,18,12,58
15,16,5,14,3,15,10,6,3,2,14,4,4,11,57
8,18,8,10,7,2,0,19,5,16,7,11,19,4,64
11,7,4,6,2,2,8,8,7,0,2,11,17,15,44
15,10,3,9,8,8,16,13,17,16,4,19,2,17,67
7,3,2,4,18,12,15,5,9,18,17,3,5,10,58
2,17,4,15,0,19,6,8,15,13,4,14,12,9,64
7,9,12,4,3,12,5,16,1,6,16,8,19,5,61
4,16,10,9,0,14,11,15,0,8,8,1,15,0,53
1,1,2,5,10,0,1,4,18,15,6,15,11,15,47
12,1,3,5,12,1,9,5,8,9,4,17,19,0,48
10,17,1,3,0,17,7,18,9,2,12,17,13,11,65
14,16,15,1,19,11,6,11,6,2,19,9,8,6,68
4,17,7,13,13,12,18,2,14,17,1,1,9,15,60
7,3,14,4,14,1,17,13,10,13,18,18,9,8,69
0,15,10,2,18,14,2,15,2,1,18,19,16,18,79
13,13,0,2,1,3,16,6,5,3,19,19,16,12,57
9,0,3,7,0,6,18,1,7,8,15,18,19,5,53
5,14,2,16,5,4,5,0,9,4,14,4,12,5,45
3,13,2,19,8,7,9,4,1,2,17,9,1,15,55
2,17,9,1,19,5,17,19,17,6,19,18,18,3,77
13,6,13,18,1,7,8,4,18,2,19,1,18,16,64
10,9,15,9,16,10,5,9,3,12,11,7,7,18,69
17,15,3,19,19,17,16,1,1,11,19,0,5,15,74
5,11,6,10,16,17,10,14,18,10,9,2,2,19,67
4,8,17,7,4,8,0,19,1,11,7,18,3,15,63
0,13,12,6,12,2,14,19,11,12,3,19,16,11,69
14,12,16,1,19,12,4,16,15,18,9,6,1,2,65
1,1,2,1,19,19,16,10,1,17,2,7,0,12,52
6,18,13,2,7,17,9,7,9,2,15,15,6,2,61
14,2,13,12,14,17,8,6,2,10,16,3,12,2,65
11,12,5,16,15,2,2,19,15,11,16,12,4,13,72
13,3,18,16,3,5,11,9,4,6,7,7,13,6,56
4,14,18,14,0,19,19,9,16,2,17,12,10,10,75
13,18,10,10,4,7,3,17,13,16,4,10,4,6,59
7,0,19,15,13,13,10,15,0,15,18,10,17,6,81
4,3,15,4,9,5,5,12,1,10,14,12,6,10,56
4,2,18,17,17,3,9,4,19,4,12,0,4,10,55
12,19,3,19,5,2,3,7,16,13,1,0,5,10,47
6,8,14,14,11,2,8,6,2,0,11,17,1,4,52
10,16,11,13,11,2,8,9,4,11,10,9,2,0,54
14,14,19,19,5,17,7,9,15,0,4,18,3,5,69
9,11,13,12,11,4,18,3,11,14,3,15,18,6,65
8,11,8,11,8,0,11,13,14,1,3,18,9,8,54
4,19,17,6,8,11,2,3,17,13,0,5,3,17,54
6,8,2,13,1,7,11,2,12,16,0,7,16,4,44
9,18,11,4,5,7,5,2,10,4,18,14,1,2,50
6,4,19,19,16,11,8,10,2,4,5,5,2,1,57
7,4,15,3,19,13,10,13,3,9,5,18,7,5,65
18,14,7,1,8,9,19,2,4,14,15,6,13,9,59
19,3,12,11,8,12,4,17,7,8,7,5,5,14,62
14,6,14,15,5,4,6,16,6,8,10,2,9,11,58
18,16,10,11,18,10,11,16,15,3,14,19,9,12,84
16,18,10,1,14,0,7,16,0,18,10,3,11,7,59
2,3,10,18,14,4,17,11,7,15,2,8,18,17,68
13,13,3,1,14,13,4,14,17,17,1,7,15,14,63
8,0,13,10,9,10,7,4,4,3,10,6,2,14,49
10,0,3,14,17,7,12,3,16,9,8,16,17,13,66
9,6,13,6,7,18,15,6,19,6,16,17,4,3,65
9,2,12,9,2,16,19,10,18,2,9,16,18,18,71
18,3,9,4,4,5,0,4,13,10,12,0,6,17,45
0,12,8,9,11,10,18,7,17,18,8,14,13,2,65
13,12,16,2,17,1,5,12,13,16,12,9,0,10,61
2,4,3,1,4,11,7,7,1,16,1,8,5,19,42
11,3,19,12,8,9,12,8,4,10,1,15,8,8,60
18,18,19,5,1,19,9,10,6,14,14,7,16,1,72
13,1,15,3,9,12,3,4,7,14,3,6,7,19,53
12,13,3,4,6,2,7,3,1,0,14,2,17,6,41
1,12,13,13,19,3,16,5,17,10,11,12,14,4,67
9,4,0,19,14,18,18,7,17,5,19,19,14,19,86
0,0,17,1,12,0,16,2,6,0,2,7,19,18,44
8,12,14,10,12,12,0,6,3,2,17,4,7,3,56
14,5,17,3,15,12,15,3,15,19,14,14,6,15,74
16,13,15,1,6,4,4,5,15,2,5,11,5,14,48
13,16,8,7,12,7,3,15,10,12,17,3,16,12,70
1,4,14,5,6,18,17,5,8,18,3,5,8,0,50
7,14,10,11,2,8,5,14,10,17,7,14,4,13,63
19,4,19,4,4,6,8,17,2,15,12,9,12,14,67
9,19,7,0,1,8,17,8,0,3,13,5,5,6,44
8,13,5,1,1,8,10,2,3,17,7,5,9,10,43
15,19,13,17,3,12,17,12,16,16,12,3,13,17,80
3,15,2,2,12,1,4,12,17,11,1,10,11,9,46
15,14,15,0,12,2,12,17,18,3,0,6,2,1,45
1,17,8,13,1,17,2,15,17,15,10,19,13,16,79
1,4,8,8,3,11,3,12,8,18,18,15,5,17,66
17,6,6,16,12,2,6,13,13,13,17,4,7,18,68
12,3,19,16,2,3,12,6,10,6,2,17,0,16,55
18,10,12,9,2,17,17,4,1,16,16,1,9,3,61
4,10,18,6,10,3,3,12,19,6,13,3,13,9,57
3,0,16,12,10,7,3,9,4,0,2,5,10,6,44
8,4,5,8,0,9,9,4,5,11,6,0,17,6,41
18,18,15,9,13,16,1,0,8,15,8,0,5,1,57
11,7,18,14,12,13,8,13,4,12,12,4,14,18,77
2,19,6,0,3,13,1,0,18,18,8,11,8,3,48
3,16,1,17,18,4,4,6,4,14,5,12,17,17,67
2,2,16,4,18,14,9,11,10,4,16,18,18,8,75
4,3,15,12,19,17,17,15,10,9,17,14,0,13,80
16,10,2,4,15,11,8,2,17,17,14,16,2,17,67
15,8,18,3,2,13,4,17,2,10,10,1,11,18,62
0,4,12,7,10,1,4,2,10,4,14,11,10,1,43
3,5,14,12,14,17,18,11,2,15,5,19,19,13,82
11,6,4,3,12,5,0,12,6,4,5,9,9,4,43
16,3,0,17,17,6,15,2,16,19,14,12,15,14,74
14,6,19,6,4,3,16,14,17,12,1,6,17,5,57
2,2,16,15,2,0,4,2,4,13,12,13,7,2,47
4,8,0,9,17,8,18,1,0,9,7,11,2,14,51
6,14,9,17,8,6,12,10,2,14,13,6,5,4,60
2,12,7,7,6,19,0,19,14,12,6,19,5,18,72
7,1,3,7,19,1,8,19,11,17,9,18,8,15,68
11,2,13,16,6,8,13,0,5,19,1,3,15,19,59
19,10,0,13,7,18,0,0,9,0,7,6,16,3,51
18,10,7,12,17,18,15,10,2,11,17,11,8,2,76
14,5,4,15,14,9,17,8,12,10,19,15,18,6,77
10,6,15,4,16,14,6,0,3,15,9,12,5,8,60
0,7,19,13,5,10,16,1,18,3,12,13,6,16,62
9,0,7,5,13,3,0,4,4,10,9,6,7,17,46
5,7,2,13,19,5,19,14,8,11,15,0,14,0,60
0,16,3,17,17,4,1,4,7,18,17,19,18,10,76
4,4,6,2,13,17,19,10,19,6,0,10,12,16,59
8,18,16,13,8,8,0,3,16,4,0,14,19,4,60
5,16,10,2,16,19,11,17,0,1,10,2,0,3,55
6,12,18,10,16,13,8,6,3,3,4,6,3,19,61
13,10,14,12,5,12,17,10,11,19,0,11,8,12,67
19,4,7,1,10,14,17,10,4,2,15,11,16,4,61
1,12,4,6,2,16,19,8,1,14,10,4,12,11,55
7,17,16,14,1,4,13,7,1,17,9,19,17,12,73
1,0,13,1,12,10,4,1,9,12,14,15,17,8,58
1,15,2,1,3,7,8,6,12,5,14,8,6,16,46
19,4,2,16,19,13,0,1,18,15,12,14,13,11,74
16,12,4,15,11,17,16,8,16,3,9,3,1,6,59
10,5,5,9,19,19,7,10,10,13,6,18,2,18,73
9,14,13,10,18,14,11,10,2,4,13,9,17,11,76
10,11,16,11,11,18,6,19,6,6,9,10,12,19,80
5,12,17,3,3,0,4,4,0,19,0,5,13,8,42
10,8,4,4,4,2,2,18,11,5,14,9,5,14,50
12,18,7,10,12,14,17,18,18,1,5,18,11,3,72
15,16,11,4,6,16,11,4,13,14,13,7,11,3,63
11,17,17,3,1,4,14,5,19,19,10,4,17,10,60
6,7,0,17,15,16,18,0,17,17,15,7,6,11,68
5,16,0,18,3,2,11,5,6,8,9,17,13,12,58
6,6,1,18,3,10,13,9,13,15,13,1,14,2,55
5,16,10,8,11,16,6,2,3,1,18,0,12,15,60
8,13,12,14,19,12,3,3,13,9,1,17,5,16,69
9,3,0,18,11,10,15,3,18,0,0,10,1,3,42
5,16,9,3,3,8,2,0,19,5,6,18,1,10,45
4,8,1,0,7,15,12,19,0,18,13,9,12,17,66
13,0,11,7,17,19,1,15,2,1,5,18,6,1,62
14,0,6,5,16,6,1,2,11,7,13,1,19,5,49
19,14,9,5,15,7,14,17,6,14,8,19,2,17,75
9,8,2,1,0,3,0,9,14,12,6,0,18,11,38
13,14,8,11,7,3,4,0,5,2,0,12,8,0,39
5,0,17,5,11,12,13,0,17,14,2,3,0,7,44
2,18,4,15,8,12,8,3,19,12,11,8,7,8,60
18,10,11,8,8,1,18,14,15,17,3,16,11,4,64
0,17,5,3,1,10,9,19,6,8,14,9,0,3,49
14,5,3,4,11,5,8,19,11,0,10,17,4,19,60
10,5,3,3,0,14,4,10,6,5,3,13,16,14,50
3,17,14,17,17,4,11,8,7,0,15,7,16,4,67
15,4,19,16,4,16,19,8,7,5,5,13,18,13,75
16,15,2,13,4,3,12,7,12,12,4,18,14,10,61
12,11,13,9,16,7,3,11,14,9,2,6,1,8,54
17,13,3,14,5,3,7,17,10,7,1,0,7,15,50
17,11,2,10,13,8,9,1,5,3,0,4,19,17,52
5,1,11,8,4,18,7,18,17,7,8,10,18,8,66
12,9,6,17,1,13,14,14,19,1,2,6,18,9,60
7,10,15,18,9,6,13,10,6,15,7,15,0,0,62
11,2,1,12,0,0,9,5,13,15,8,4,7,11,40
17,9,19,8,10,14,9,5,4,2,1,11,2,17,59
3,2,15,4,4,17,1,16,3,0,11,1,4,2,44
16,4,11,4,5,1,19,9,1,6,13,2,16,11,51
7,0,10,11,15,14,15,6,14,17,13,6,10,8,67
1,8,19,13,19,9,11,0,0,12,0,18,11,17,69
11,10,8,1,15,2,4,7,15,2,6,19,6,12,52
11,3,16,6,18,19,10,17,16,2,13,3,16,19,79
8,13,7,13,9,3,5,15,12,9,5,14,6,13,60
10,11,0,5,11,11,7,18,14,19,4,14,7,9,63
0,12,4,8,3,8,2,4,10,7,7,2,10,13,41
5,1,7,8,4,15,8,2,17,14,15,10,7,11,57
13,18,13,13,5,11,6,8,17,17,2,1,11,3,58
10,6,13,10,15,12,10,0,13,3,8,14,2,19,62
18,4,18,4,7,5,8,13,10,19,4,14,10,5,62
11,3,6,10,14,9,14,8,5,4,5,14,5,19,59
11,1,5,13,18,8,5,4,6,6,8,12,2,11,54
14,0,13,1,3,16,14,8,18,12,7,0,6,4,47
6,5,15,19,14,15,19,10,1,7,1,16,19,19,81
12,0,8,1,4,1,11,16,5,6,15,0,16,11,47
17,5,5,13,12,16,18,10,15,7,7,2,10,8,62
2,17,15,10,5,5,12,4,6,0,14,7,14,4,53
7,17,11,4,4,13,7,8,1,17,4,9,9,9,56
18,16,2,11,18,2,16,16,8,15,10,5,12,17,72
11,17,19,10,11,18,11,10,13,10,17,6,7,9,78
11,11,16,3,17,15,15,3,1,9,0,6,1,0,49
7,0,10,1,12,12,10,12,18,4,8,14,10,9,57
0,1,2,1,11,14,18,5,15,13,3,6,18,8,49
5,14,10,6,6,4,9,16,4,6,5,14,14,11,58
0,8,6,9,9,13,3,14,10,2,18,2,17,14,62
16,0,13,1,3,6,1,1,8,5,10,14,17,1,45
19,16,8,11,4,10,6,10,7,13,9,0,18,13,64
9,4,13,2,9,7,11,9,17,7,1,16,14,13,57
13,11,12,5,12,18,17,4,2,10,3,6,14,17,65
3,1,19,5,13,7,16,9,5,17,16,14,18,1,69
7,3,18,15,3,16,5,1,18,12,10,7,12,17,66
8,9,5,13,12,4,0,6,5,12,10,9,8,1,50
19,0,1,12,9,9,8,14,15,1,6,15,6,19,60
12,4,3,6,7,19,16,7,8,0,5,15,6,16,57
9,8,15,4,11,19,4,1,0,15,13,15,7,19,71
5,1,11,18,0,16,12,13,15,10,8,14,18,7,70
2,13,14,18,14,9,15,8,18,7,18,18,16,3,81
2,13,2,13,3,0,9,13,5,10,7,15,17,12,57
0,13,6,19,17,14,19,7,15,14,12,9,2,0,67
12,9,12,9,12,11,15,6,11,10,14,15,12,6,71
7,3,10,11,17,1,9,8,8,11,17,4,17,1,58
0,3,2,14,8,9,13,0,10,9,2,1,10,19,44
7,5,11,19,15,6,4,10,11,6,13,0,19,4,62
17,14,5,9,16,13,16,13,8,9,18,3,16,16,78
1,7,10,0,4,18,11,12,2,11,6,15,15,18,64
7,17,7,12,5,4,8,5,15,14,19,3,17,13,64
18,0,6,3,1,12,12,12,3,10,0,3,19,11,48
13,4,13,6,2,7,4,1,15,13,8,17,17,2,55
15,5,10,1,7,16,12,6,17,1,3,1,3,0,38
0,18,16,14,12,5,2,19,5,14,18,6,18,5,76
13,2,15,19,11,1,12,5,1,13,8,11,13,10,64
7,9,13,6,3,6,17,8,8,9,4,15,4,15,54
16,10,0,14,10,8,19,9,14,9,1,8,16,14,62
15,2,8,1,11,5,19,3,14,6,19,3,14,10,54
11,4,5,13,6,1,1,14,19,2,10,8,7,6,47
0,8,12,0,13,4,19,4,14,12,13,11,6,7,53
3,19,1,15,13,7,1,10,6,19,12,10,5,0,59
4,10,8,6,9,14,2,0,14,15,6,10,4,0,47
7,6,11,3,13,1,0,14,15,8,8,0,11,15,49
6,13,1,5,6,0,0,11,5,12,1,15,7,4,40
2,14,15,13,6,17,7,10,2,7,5,3,16,14,64
2,9,12,4,14,13,5,15,10,0,3,2,8,1,46
19,16,12,1,8,8,5,9,9,14,7,1,1,0,46
17,19,2,3,14,8,1,2,11,1,8,13,15,12,56
9,1,7,12,13,14,9,12,9,13,17,6,0,7,62
9,18,5,4,13,2,5,8,19,10,1,12,19,5,54
6,17,1,9,14,19,6,18,9,8,16,18,16,13,84
2,4,0,6,0,7,7,13,11,19,4,5,18,19,51
0,16,14,2,4,14,13,2,6,8,4,3,9,14,48
17,18,4,17,16,10,5,10,9,14,12,8,15,7,75
6,13,16,12,2,4,13,11,16,5,2,17,0,4,52
13,12,19,15,14,19,8,18,17,15,9,8,3,7,82
0,16,1,12,5,13,11,5,0,6,19,17,15,7,65
4,9,3,0,0,9,13,4,4,9,1,12,5,1,32
19,15,4,16,13,4,17,2,13,2,9,12,17,1,61
18,4,14,5,7,16,4,2,5,2,1,12,9,2,47
15,0,17,7,6,17,7,10,12,0,4,4,5,5,49
7,12,8,19,17,18,15,0,7,9,1,7,17,14,71
11,5,8,12,4,18,10,3,18,3,12,12,11,2,58
19,18,13,7,10,18,13,13,17,5,19,0,3,16,74
7,19,13,5,0,1,1,4,9,15,19,14,1,2,50
8,9,17,4,0,5,9,12,0,8,16,10,16,3,56
19,0,10,8,17,5,1,16,2,10,14,2,15,13,64
11,5,4,18,13,12,6,9,7,4,18,12,11,18,74
18,6,3,2,12,8,3,17,19,8,11,9,12,6,59
8,16,10,9,5,14,9,9,13,3,12,5,9,8,58
1,11,14,18,9,19,0,5,4,5,13,3,8,17,66
17,18,2,12,19,9,15,17,12,1,17,18,8,2,77
0,1,10,8,3,14,4,14,0,5,1,3,13,3,41
4,0,19,15,15,12,12,10,3,0,17,2,5,9,62
6,18,16,4,13,0,14,15,2,15,4,19,6,2,62
14,17,3,9,10,18,13,7,5,5,12,1,7,11,60
1,6,2,19,18,8,2,10,10,3,10,16,14,16,69
0,13,15,4,18,9,2,13,10,17,0,4,17,0,57
15,19,19,13,14,12,12,16,9,9,13,15,19,16,94
11,9,0,2,14,5,10,13,18,15,6,8,6,19,57
18,8,5,8,17,16,17,2,4,11,19,18,4,11,75
8,19,12,9,13,11,4,9,2,7,14,6,11,12,67
1,1,13,1,6,1,9,6,16,2,13,14,18,17,53
17,5,13,16,7,0,9,10,13,0,9,18,0,12,58
0,8,10,3,1,16,8,17,0,14,3,7,9,18,56
12,5,19,4,7,14,8,12,4,9,3,2,17,9,58
15,17,18,2,15,5,15,12,6,5,7,8,18,17,71
18,7,13,19,11,5,13,9,9,12,7,1,2,3,56
0,13,1,3,10,14,2,12,8,15,19,7,17,2,61
2,9,11,12,12,8,15,2,8,1,14,0,9,10,52
8,17,3,15,14,11,18,7,18,8,7,14,3,11,67
5,8,6,15,13,6,18,2,19,19,7,2,17,9,61
9,12,6,3,13,9,11,0,1,11,11,7,16,14,57
7,19,16,19,2,14,11,2,15,2,9,19,2,12,68
16,17,9,1,2,0,3,12,15,12,11,4,9,5,47
14,18,13,15,18,14,6,11,18,1,11,16,0,2,73
5,10,4,8,12,14,3,10,17,12,15,4,14,14,66
11,1,11,10,11,9,14,14,3,7,12,14,3,15,65
1,8,10,10,4,12,4,19,15,7,5,3,15,1,53
19,7,15,8,10,1,9,12,10,14,6,2,3,4,50
3,12,3,0,7,19,0,2,11,19,5,1,12,18,51
3,3,1,6,1,13,4,10,18,15,6,5,10,2,42
0,9,12,13,3,8,15,16,17,12,18,10,17,5,71
11,16,0,10,0,15,0,4,4,14,12,13,7,1,52
17,11,5,7,19,16,9,2,11,11,16,19,5,10,74
13,1,5,18,11,3,8,15,10,11,10,6,1,14,58
16,8,12,14,7,4,1,3,2,6,6,17,8,6,54
13,16,2,6,14,5,16,18,7,5,10,13,2,17,64
